id,賃料,区名,区名地価変換,最寄駅徒歩分数,部屋数,L,D,K,S,LDK,DK,R,築総月数,面積数字,何階建数字,バストイレランク,キッチンランク,BSアンテナ,エレベーター,設備ランク,設備ランクエレベータ込み,設備ランクエレベータBS込み,RC（鉄筋コンクリート）,木造
11715,67000,足立区,41,23,1,1,1,1,0,1,0,0,415,41.32,3,1,0,0,0,3,3,3,0,0
11716,84000,大田区,56,6,1,0,0,1,0,0,0,0,137,21,3,2,0,0,0,1,1,1,0,0
11717,78000,品川区,98,4,1,0,0,0,0,0,0,1,42,16.3,3,2,1,0,0,2,2,2,0,0
11718,115000,文京区,128,5,2,1,1,1,0,1,0,0,550,44.72,3,3,0,1,0,4,4,5,1,0
11719,94000,北区,68,8,1,0,0,1,0,0,0,0,59,26.61,4,4,1,1,1,6,7,8,1,0
11720,137000,港区,423,6,1,0,0,1,0,0,0,0,32,25.12,4,5,1,1,1,6,7,8,1,0
11722,159000,足立区,41,1,3,1,1,1,0,1,0,0,360,65.7,7,4,2,0,1,5,6,6,0,0
11723,106000,文京区,128,4,1,0,0,1,0,0,0,0,73,27.3,10,6,1,0,0,4,4,4,1,0
11724,73000,大田区,56,3,1,0,0,0,0,0,0,1,49,17.82,4,3,1,1,0,6,6,7,1,0
11725,96000,文京区,128,2,1,0,0,1,0,0,0,0,94,27.22,3,5,1,0,0,4,4,4,0,0
11726,85000,港区,423,7,1,0,0,1,0,0,0,0,166,21.74,11,3,1,1,1,6,7,8,0,0
11727,113000,葛飾区,37,16,2,1,1,1,0,1,0,0,83,66.16,2,5,1,1,0,5,5,6,0,1
11729,45000,新宿区,368,4,1,0,0,0,0,0,0,1,439,9.76,2,0,0,0,0,0,0,0,0,1
11730,110000,新宿区,368,8,1,0,0,0,0,0,0,1,171,26.33,11,5,1,1,1,5,6,7,0,0
11731,102000,目黒区,116,8,1,0,0,1,0,0,0,0,246,24.79,11,2,1,1,1,5,6,7,0,0
11732,90000,江東区,62,4,1,0,0,0,0,0,0,1,133,20.17,10,5,1,0,1,4,5,5,1,0
11733,122000,豊島区,169,5,1,0,0,1,0,0,0,0,0,25.58,3,2,1,0,0,2,2,2,1,0
11734,103000,江戸川区,43,16,1,1,1,1,0,1,0,0,0,38.52,3,5,1,1,0,3,3,4,0,1
11735,99000,大田区,56,4,1,0,0,1,0,0,0,0,129,26.49,8,6,1,0,1,5,6,6,1,0
11736,68000,練馬区,45,4,1,0,0,1,0,0,0,0,346,22.08,5,0,-1,1,1,5,6,7,1,0
11737,77000,豊島区,169,6,1,0,0,1,0,0,0,0,262,21.12,7,4,1,0,1,4,5,5,1,0
11738,139000,台東区,150,6,1,1,1,1,0,1,0,0,3,41.58,13,5,3,1,1,4,5,6,1,0
11739,80000,葛飾区,37,12,1,0,0,0,0,0,0,1,341,18.3,5,0,0,0,1,1,2,2,1,0
11740,122000,足立区,41,15,3,1,1,1,0,1,0,0,352,74.25,5,2,2,0,1,5,6,6,1,0
11741,140000,足立区,41,3,3,1,1,1,0,1,0,0,389,62.74,7,4,1,1,1,3,4,5,1,0
11742,121500,杉並区,69,6,1,1,1,1,0,1,0,0,77,37.93,2,6,1,1,0,6,6,7,0,1
11743,84000,荒川区,66,5,1,0,0,1,0,0,0,0,185,25.62,11,2,1,0,1,5,6,6,0,0
11744,92000,杉並区,69,14,2,0,1,1,0,0,1,0,371,38.16,2,3,0,0,0,3,3,3,0,0
11746,154000,墨田区,60,2,1,1,1,1,0,1,0,0,1,38.88,7,6,2,1,1,5,6,7,1,0
11747,137000,足立区,41,2,1,1,1,1,0,1,0,0,4,41.66,5,5,1,0,1,5,6,6,1,0
11748,127000,目黒区,116,12,1,0,0,0,0,0,0,1,107,33.18,3,6,2,1,1,5,6,7,1,0
11749,80000,板橋区,54,13,2,0,1,1,0,0,1,0,351,39.74,2,2,1,0,0,2,2,2,0,1
11750,90000,豊島区,169,9,1,0,0,0,0,0,0,1,46,21.25,7,5,1,1,1,6,7,8,1,0
11751,43000,葛飾区,37,17,1,0,0,1,0,0,0,0,349,16.56,3,0,0,0,0,2,2,2,0,0
11752,64000,足立区,41,7,1,0,1,1,0,0,1,0,626,27,3,1,0,0,1,4,5,5,0,0
11753,50000,足立区,41,18,1,1,1,1,0,1,0,0,492,30.76,5,0,0,0,0,1,1,1,1,0
11754,101000,中央区,610,3,1,0,0,1,0,0,0,0,196,24.49,13,4,1,0,1,5,6,6,1,0
11755,65000,台東区,150,5,1,0,0,0,0,0,0,1,115,14,2,1,0,0,0,1,1,1,0,1
11757,155000,豊島区,169,8,1,0,1,1,0,0,1,0,172,40.57,5,5,0,1,1,4,5,6,1,0
11758,154000,新宿区,368,5,1,0,1,1,0,0,1,0,160,32.64,12,6,1,1,1,6,7,8,1,0
11759,94900,大田区,56,9,1,0,0,1,0,0,0,0,7,19.6,8,2,0,0,1,4,5,5,1,0
11760,68000,足立区,41,9,1,0,1,1,0,0,1,0,352,25.53,8,0,1,1,1,4,5,6,0,0
11761,122000,新宿区,368,7,1,0,0,1,0,0,0,0,68,29.56,3,6,2,1,0,5,5,6,0,0
11762,120000,世田谷区,71,8,2,0,1,1,0,0,1,0,255,33.57,3,2,0,1,0,2,2,3,1,0
11763,139000,練馬区,45,11,2,1,1,1,0,1,0,0,1,59.97,3,6,3,0,1,5,6,6,0,0
11764,162000,中央区,610,5,1,1,1,1,0,1,0,0,161,40.35,13,5,3,1,1,7,8,9,1,0
11765,87000,江戸川区,43,10,1,0,0,1,0,0,0,0,0,27.11,10,6,1,1,1,4,5,6,1,0
11766,110000,中央区,610,4,2,0,0,1,0,0,0,0,479,36.27,9,2,1,0,1,2,3,3,0,0
11767,77000,品川区,98,6,1,0,0,0,0,0,0,1,45,15.42,3,2,1,0,0,2,2,2,0,1
11768,200000,品川区,98,8,3,1,1,1,0,1,0,0,49,71.01,18,5,3,0,1,8,9,9,1,0
11769,100000,大田区,56,8,1,0,0,1,0,0,0,0,3,25.34,6,4,1,1,1,5,6,7,1,0
11770,64000,江戸川区,43,10,1,0,0,1,0,0,0,0,187,20.23,2,1,0,0,0,3,3,3,0,1
11771,176000,墨田区,60,4,2,1,1,1,0,1,0,0,137,51.3,9,5,2,1,1,2,3,4,1,0
11772,153000,足立区,41,10,1,1,1,1,0,1,0,0,4,47.32,12,5,3,1,1,7,8,9,1,0
11773,120000,新宿区,368,5,1,1,1,1,0,1,0,0,461,43.2,5,1,2,0,1,6,7,7,1,0
11774,42000,葛飾区,37,15,1,0,0,0,0,0,0,1,336,13.16,7,1,-1,0,1,2,3,3,1,0
11775,85000,品川区,98,2,1,0,0,0,0,0,0,1,90,24.42,2,5,1,1,0,3,3,4,0,1
11776,83000,世田谷区,71,9,1,0,0,0,0,0,0,1,16,16.07,2,2,0,0,0,1,1,1,0,1
11777,53000,足立区,41,15,1,0,0,1,0,0,0,0,479,20.69,3,0,0,0,0,2,2,2,0,0
11778,53000,葛飾区,37,14,1,0,0,1,0,0,0,0,377,25.65,3,0,0,0,0,2,2,2,0,0
11779,86000,足立区,41,4,2,0,1,1,0,0,1,0,346,44.35,5,4,1,0,1,4,5,5,1,0
11780,112000,中野区,88,5,1,0,0,1,0,0,0,0,5,25.88,5,6,1,0,1,4,5,5,1,0
11781,115000,江東区,62,3,3,0,1,1,0,0,1,0,379,47.38,4,2,0,0,1,3,4,4,0,0
11782,77000,北区,68,13,2,0,0,1,0,0,0,0,365,28.1,2,1,0,0,0,2,2,2,0,1
11783,82000,杉並区,69,5,1,0,0,1,0,0,0,0,139,21.48,5,3,1,0,1,4,5,5,1,0
11784,78000,練馬区,45,6,1,0,0,1,0,0,0,0,186,28.9,3,1,0,0,1,2,3,3,1,0
11785,128000,中央区,610,4,1,0,0,1,0,0,0,0,102,25.37,12,6,1,1,1,6,7,8,1,0
11786,91000,板橋区,54,8,2,0,1,1,0,0,1,0,254,38.88,3,1,0,0,0,3,3,3,1,0
11787,61000,江戸川区,43,17,1,0,0,1,0,0,0,0,223,26.39,2,2,-1,0,0,2,2,2,0,1
11788,77000,江戸川区,43,20,2,0,1,1,0,0,1,0,288,42.12,3,4,0,1,0,4,4,5,0,0
11789,112000,中野区,88,5,1,0,0,1,0,0,0,0,5,25.88,5,6,1,0,1,4,5,5,1,0
11790,92000,足立区,41,15,2,1,1,1,0,1,0,0,221,57.1,6,4,2,1,1,7,8,9,1,0
11791,77000,世田谷区,71,9,1,0,0,0,0,0,0,1,264,18.63,6,1,0,1,1,5,6,7,1,0
11792,187000,目黒区,116,8,1,1,1,1,0,1,0,0,186,49.56,18,6,2,1,1,6,7,8,0,0
11793,121000,世田谷区,71,1,1,0,0,1,0,0,0,0,115,25.05,7,5,1,1,1,4,5,6,1,0
11794,109000,江戸川区,43,22,2,1,1,1,0,1,0,0,204,55.5,8,4,0,0,1,4,5,5,1,0
11795,100000,豊島区,169,9,1,0,0,1,0,0,0,0,5,26,7,5,1,1,1,6,7,8,1,0
11796,107000,世田谷区,71,14,1,1,1,1,0,1,0,0,208,40.08,2,4,0,0,0,4,4,4,0,1
11797,107000,江戸川区,43,2,1,0,0,1,0,0,0,0,27,25.78,12,4,1,1,1,5,6,7,1,0
11798,169000,文京区,128,8,1,1,1,1,0,1,0,0,38,40.5,5,5,1,1,1,5,6,7,1,0
11799,93000,品川区,98,4,1,0,0,1,0,0,0,0,133,21,3,2,0,0,0,1,1,1,0,0
11800,89000,新宿区,368,4,1,0,0,1,0,0,0,0,194,21,10,4,1,1,1,6,7,8,1,0
11801,60000,台東区,150,8,1,0,0,0,0,0,0,1,366,18.45,8,0,0,0,1,3,4,4,0,0
11802,172000,品川区,98,5,1,1,1,1,0,1,0,0,0,44.08,7,6,3,0,1,7,8,8,1,0
11803,130000,目黒区,116,6,1,0,0,0,0,0,0,1,155,30.3,4,4,1,1,0,2,2,3,1,0
11804,159000,港区,423,10,1,0,0,0,0,0,0,1,24,26.16,11,4,0,1,1,2,3,4,0,0
11805,140000,千代田区,504,3,1,0,1,1,0,0,1,0,252,32.25,8,6,1,0,1,6,7,7,1,0
11806,68000,大田区,56,9,1,0,0,1,0,0,0,0,235,20,3,0,0,0,0,0,0,0,0,0
11807,100000,杉並区,69,14,1,0,1,1,0,0,1,0,376,38.8,4,2,1,0,0,4,4,4,1,0
11808,108000,新宿区,368,3,1,0,0,1,0,0,0,0,136,19.98,3,2,1,0,0,2,2,2,1,0
11809,81000,江戸川区,43,11,2,0,1,1,0,0,1,0,372,40.07,2,3,0,0,0,5,5,5,0,0
11810,190000,練馬区,45,9,3,1,1,1,0,1,0,0,123,76.41,8,5,3,0,1,7,8,8,1,0
11811,125000,豊島区,169,7,1,0,0,0,0,0,0,1,269,34.22,7,3,1,0,1,4,5,5,0,0
11812,103000,品川区,98,4,1,0,0,1,0,0,0,0,153,19.79,8,2,0,1,1,2,3,4,1,0
11813,195000,中央区,610,6,1,1,1,1,0,1,0,0,228,55.57,43,6,2,1,1,8,9,10,1,0
11814,95000,墨田区,60,5,1,0,0,1,0,0,0,0,139,21.42,15,3,1,0,1,6,7,7,1,0
11815,110000,中央区,610,2,1,0,0,1,0,0,0,0,1,26.19,8,4,1,1,1,5,6,7,1,0
11816,92000,杉並区,69,4,1,0,0,1,0,0,0,0,113,22.6,6,3,1,1,1,5,6,7,1,0
11817,87000,足立区,41,2,1,1,1,1,0,1,0,0,265,37.19,6,2,0,0,1,5,6,6,0,0
11819,91000,練馬区,45,3,1,0,0,1,0,0,0,0,153,30.66,4,4,1,1,1,3,4,5,1,0
11820,85000,中野区,88,9,1,0,0,1,0,0,0,0,20,25.26,5,5,1,0,0,1,1,1,1,0
11821,105500,文京区,128,7,1,0,0,1,0,0,0,0,84,25.52,8,3,1,0,1,3,4,4,1,0
11822,70000,葛飾区,37,10,2,0,1,1,0,0,1,0,411,34.02,4,1,0,0,0,3,3,3,1,0
11823,97000,足立区,41,8,2,1,1,1,0,1,0,0,220,62.23,3,4,1,1,0,2,2,3,0,1
11825,70000,葛飾区,37,10,1,0,0,1,0,0,0,0,20,18.81,2,4,1,0,0,2,2,2,0,1
11827,138000,江戸川区,43,20,3,1,1,1,0,1,0,0,317,70.9,6,2,2,0,1,3,4,4,1,0
11828,100000,葛飾区,37,5,1,0,1,1,0,0,1,0,185,41.04,10,5,2,1,1,6,7,8,0,0
11830,80000,江戸川区,43,8,1,0,0,1,0,0,0,0,210,23.27,3,4,1,0,1,5,6,6,1,0
11831,77000,中野区,88,6,1,0,0,1,0,0,0,0,0,18.03,3,4,0,0,0,5,5,5,0,1
11832,80000,大田区,56,2,1,0,0,1,0,0,0,0,68,27.06,3,6,1,1,0,5,5,6,0,0
11834,82000,大田区,56,4,1,0,1,1,0,0,1,0,238,27.75,3,5,1,1,0,6,6,7,1,0
11835,89000,品川区,98,7,1,0,0,0,0,0,0,1,47,18.68,3,4,1,0,0,0,0,0,0,1
11836,48000,中野区,88,8,1,0,0,1,0,0,0,0,430,14.2,2,1,0,0,0,0,0,0,0,1
11837,117000,北区,68,1,1,0,0,1,0,0,0,0,142,29.89,10,5,1,1,1,6,7,8,1,0
11838,173000,千代田区,504,11,1,0,0,1,0,0,0,0,154,42.9,9,6,1,1,1,5,6,7,1,0
11839,130000,練馬区,45,15,3,1,1,1,0,1,0,0,300,65.21,4,4,0,0,1,4,5,5,1,0
11840,68000,台東区,150,8,1,0,0,0,0,0,0,1,270,21,12,1,0,1,1,5,6,7,0,0
11841,72000,杉並区,69,5,1,0,0,1,0,0,0,0,456,24,3,2,0,0,0,1,1,1,0,0
11842,110000,豊島区,169,9,1,0,0,1,0,0,0,0,8,26.03,11,5,1,0,1,6,7,7,1,0
11843,143000,葛飾区,37,9,2,1,1,1,0,1,0,0,113,61.52,9,6,3,0,1,5,6,6,1,0
11844,123000,江東区,62,3,1,0,0,1,0,0,0,0,1,25.53,8,5,1,1,1,5,6,7,1,0
11845,79000,品川区,98,2,1,0,0,1,0,0,0,0,198,21,3,1,-1,0,0,3,3,3,0,0
11848,196000,中央区,610,4,1,1,1,1,0,1,0,0,3,40.08,12,6,2,1,1,6,7,8,1,0
11849,72000,中野区,88,10,1,0,0,1,0,0,0,0,211,29.05,2,1,0,0,0,4,4,4,0,1
11851,91000,板橋区,54,8,1,0,0,1,0,0,0,0,24,25.73,11,4,0,1,1,2,3,4,1,0
11852,125000,世田谷区,71,7,1,0,1,1,0,0,1,0,350,32.1,2,4,1,0,0,2,2,2,0,1
11853,103500,江東区,62,5,1,0,0,1,0,0,0,0,9,25.12,8,2,0,1,1,3,4,5,1,0
11854,49000,杉並区,69,9,1,0,0,1,0,0,0,0,556,17,2,0,0,0,0,2,2,2,0,1
11855,78000,大田区,56,13,1,0,0,1,0,0,0,0,155,26.25,3,4,1,1,0,7,7,8,0,0
11856,73000,荒川区,66,1,1,0,0,1,0,0,0,0,135,24.18,3,3,1,0,0,3,3,3,0,0
11857,137000,港区,423,5,1,0,0,1,0,0,0,0,1,28.39,11,5,1,1,1,6,7,8,1,0
11858,199000,墨田区,60,7,3,1,1,1,0,1,0,0,167,70.6,13,5,3,1,1,6,7,8,0,0
11859,105500,台東区,150,7,1,0,0,1,0,0,0,0,0,25.95,13,4,1,1,1,6,7,8,1,0
11861,195000,中央区,610,3,1,1,1,1,0,1,0,0,0,42.25,14,6,2,0,1,7,8,8,1,0
11862,59000,杉並区,69,2,1,0,0,1,0,0,0,0,409,24.45,4,0,0,0,0,3,3,3,1,0
11863,65000,江戸川区,43,14,2,0,0,1,0,0,0,0,537,30,2,2,0,0,0,0,0,0,0,1
11864,90000,江戸川区,43,10,1,0,0,1,0,0,0,0,0,27.11,10,6,1,1,1,5,6,7,1,0
11865,87000,新宿区,368,5,1,0,0,0,0,0,0,1,485,26.53,14,0,0,1,1,4,5,6,0,0
11866,58000,練馬区,45,10,1,0,0,1,0,0,0,0,535,21,3,0,0,0,0,0,0,0,1,0
11867,97000,板橋区,54,7,1,0,0,1,0,0,0,0,5,25.84,6,4,1,1,1,3,4,5,1,0
11869,90000,板橋区,54,9,1,0,0,1,0,0,0,0,152,24.22,5,3,1,1,1,4,5,6,1,0
11870,82000,杉並区,69,7,1,0,0,1,0,0,0,0,137,21.27,7,6,1,0,1,4,5,5,1,0
11872,143000,大田区,56,6,2,1,1,1,0,1,0,0,285,51.44,5,3,1,0,1,3,4,4,1,0
11873,49000,大田区,56,10,1,0,0,0,0,0,0,1,18,12.04,2,1,-1,0,0,1,1,1,0,1
11874,82000,品川区,98,2,1,0,1,1,0,0,1,0,404,27,3,2,1,0,0,3,3,3,0,1
11875,65000,足立区,41,4,2,0,1,1,0,0,1,0,325,44.62,2,2,0,0,0,3,3,3,0,1
11876,84000,世田谷区,71,8,1,0,0,1,0,0,0,0,15,19.73,2,2,1,0,0,2,2,2,0,1
11877,154000,港区,423,2,1,0,0,1,0,0,0,0,1,28.22,8,6,1,0,1,6,7,7,1,0
11878,187000,世田谷区,71,8,1,0,1,1,0,0,1,0,2,34.28,6,5,1,1,1,6,7,8,1,0
11880,113000,足立区,41,12,2,1,1,1,0,1,0,0,101,58.48,6,5,1,1,1,6,7,8,1,0
11881,65000,板橋区,54,1,1,0,1,1,0,0,1,0,376,28,4,0,0,0,0,4,4,4,1,0
11882,134000,新宿区,368,5,1,0,0,1,0,0,0,0,10,25,9,5,1,0,1,5,6,6,1,0
11883,113000,練馬区,45,6,2,1,1,1,0,1,0,0,257,68.51,2,4,0,0,0,3,3,3,0,1
11884,64000,北区,68,1,1,0,0,1,0,0,0,0,291,20.43,2,1,-1,0,0,4,4,4,0,1
11885,45000,杉並区,69,18,1,0,0,1,0,0,0,0,376,17,2,0,0,0,0,0,0,0,0,1
11886,63000,足立区,41,9,1,0,0,1,0,0,0,0,45,19.03,3,4,1,0,0,3,3,3,0,1
11887,103000,品川区,98,5,1,0,0,1,0,0,0,0,153,19.79,8,2,1,0,1,4,5,5,1,0
11888,110000,北区,68,7,2,0,1,1,1,0,1,0,257,55.25,3,3,0,1,0,4,4,5,0,0
11889,76000,世田谷区,71,7,1,0,0,1,0,0,0,0,379,28,2,3,0,1,0,4,4,5,0,1
11891,68000,練馬区,45,10,2,0,1,1,0,0,1,0,475,34,2,1,0,0,0,1,1,1,0,1
11892,114000,練馬区,45,10,1,1,1,1,0,1,0,0,0,41.63,2,4,3,0,0,3,3,3,0,0
11893,120000,足立区,41,10,2,1,1,1,0,1,0,0,278,57.92,5,4,2,0,1,5,6,6,1,0
11894,115500,北区,68,3,1,0,0,1,0,0,0,0,56,26.78,12,5,1,0,1,5,6,6,1,0
11895,78000,中野区,88,3,1,0,0,0,0,0,0,1,336,16.68,3,0,0,1,0,4,4,5,1,0
11896,120000,江東区,62,6,1,0,0,1,0,0,0,0,33,25.66,11,4,1,1,1,4,5,6,1,0
11897,105000,品川区,98,2,2,0,1,1,0,0,1,0,363,33.55,9,0,0,1,1,3,4,5,0,0
11898,196000,江東区,62,8,1,1,1,1,0,1,0,0,137,53.13,20,4,1,1,1,7,8,9,1,0
11899,56000,新宿区,368,5,1,0,0,0,0,0,0,1,395,19,3,0,0,0,0,1,1,1,0,1
11901,85000,大田区,56,7,1,0,0,1,0,0,0,0,61,21.28,4,5,1,1,0,6,6,7,0,0
11902,117000,江東区,62,6,1,0,0,1,0,0,0,0,41,25.63,10,5,1,1,1,6,7,8,1,0
11903,105000,江戸川区,43,22,2,1,1,1,0,1,0,0,93,56.26,2,6,1,1,0,4,4,5,0,1
11904,110000,葛飾区,37,20,2,1,1,1,0,1,0,0,131,65.6,2,4,1,1,0,4,4,5,0,0
11905,125000,大田区,56,8,1,1,1,1,0,1,0,0,0,56.23,3,5,3,0,0,3,3,3,0,0
11906,98500,江東区,62,5,1,0,0,1,0,0,0,0,71,25.72,12,4,1,0,1,4,5,5,1,0
11908,70000,葛飾区,37,15,1,0,0,1,0,0,0,0,210,27.08,3,2,1,1,0,6,6,7,0,0
11909,121000,文京区,128,5,1,0,1,1,0,0,1,0,293,34.72,14,2,2,1,1,5,6,7,0,0
11911,101000,江東区,62,3,1,0,1,1,0,0,1,0,222,32,11,3,1,1,1,4,5,6,0,0
11912,103000,江東区,62,1,1,0,0,1,0,0,0,0,0,27.13,12,5,1,1,1,4,5,6,1,0
11913,135000,練馬区,45,3,2,1,1,1,0,1,0,0,245,52.71,3,3,1,1,0,3,3,4,0,0
11914,140000,大田区,56,4,1,1,1,1,0,1,0,0,103,40.15,2,3,1,0,0,2,2,2,1,0
11915,179000,文京区,128,3,1,1,1,1,0,1,0,0,153,39.64,14,5,1,0,1,6,7,7,1,0
11916,53000,中野区,88,11,1,0,0,1,0,0,0,0,407,17.5,2,1,0,0,0,0,0,0,0,0
11917,92500,大田区,56,8,1,0,0,1,0,0,0,0,1,25.65,5,4,1,1,1,5,6,7,1,0
11918,40000,板橋区,54,12,1,0,0,1,0,0,0,0,389,14.61,2,0,-1,0,0,0,0,0,0,1
11919,114000,新宿区,368,5,1,0,0,1,0,0,0,0,1,31.08,9,6,2,1,1,7,8,9,1,0
11921,72000,豊島区,169,9,1,0,0,0,0,0,0,1,335,20.09,3,1,-1,0,0,2,2,2,0,0
11922,83000,葛飾区,37,8,1,1,1,1,0,1,0,0,228,40.05,3,3,1,1,0,3,3,4,0,0
11923,122000,葛飾区,37,2,2,1,1,1,0,1,0,0,304,45.45,9,2,0,0,1,2,3,3,1,0
11924,112000,大田区,56,5,1,0,0,0,0,0,0,1,93,35.6,2,4,1,0,0,3,3,3,0,1
11925,108000,目黒区,116,16,1,1,1,1,0,1,0,0,187,36.44,3,6,0,1,0,3,3,4,0,0
11926,113000,足立区,41,8,3,1,1,1,0,1,0,0,305,55.44,10,2,0,0,1,5,6,6,0,0
11928,100300,足立区,41,5,1,1,1,1,0,1,0,0,46,45.18,3,5,2,1,0,6,6,7,0,0
11929,87000,足立区,41,2,1,0,0,1,0,0,0,0,5,25.58,5,4,1,0,0,3,3,3,1,0
11930,102000,大田区,56,5,2,0,1,1,0,0,1,0,389,45.06,11,2,0,0,1,1,2,2,0,0
11931,66000,新宿区,368,2,1,0,0,0,0,0,0,1,416,16.78,5,1,0,0,0,2,2,2,1,0
11932,133500,北区,68,3,1,0,0,1,0,0,0,0,8,26.28,5,5,1,0,1,5,6,6,1,0
11933,114000,練馬区,45,1,1,0,0,1,0,0,0,0,2,24.75,5,5,1,0,1,5,6,6,1,0
11934,104000,練馬区,45,8,3,0,1,1,0,0,1,0,418,55,6,4,0,0,1,5,6,6,1,0
11935,88000,荒川区,66,5,1,0,0,1,0,0,0,0,283,27.16,8,1,0,0,0,3,3,3,0,0
11936,78000,板橋区,54,12,1,0,0,0,0,0,0,1,130,31.7,2,3,1,1,0,4,4,5,0,1
11937,116000,大田区,56,5,1,0,1,1,0,0,1,0,0,29.93,4,6,1,0,0,3,3,3,1,0
11938,175500,台東区,150,6,2,1,1,1,0,1,0,0,50,52.09,11,6,2,1,1,6,7,8,1,0
11939,123000,品川区,98,3,1,0,1,1,0,0,1,0,91,28.84,4,5,1,0,1,3,4,4,1,0
11940,172000,大田区,56,2,1,1,1,1,0,1,0,0,16,51.18,10,6,2,1,0,6,6,7,1,0
11941,89000,中野区,88,10,1,1,1,1,0,1,0,0,338,30.29,4,0,0,0,0,4,4,4,1,0
11942,91000,世田谷区,71,8,1,0,0,0,0,0,0,1,133,22.5,4,4,1,0,0,3,3,3,1,0
11943,84500,新宿区,368,3,1,0,0,1,0,0,0,0,268,20.35,11,2,0,1,1,5,6,7,1,0
11945,100000,墨田区,60,5,1,0,0,1,0,0,0,0,50,25.1,9,5,1,0,1,5,6,6,1,0
11946,119000,品川区,98,6,1,0,0,1,0,0,0,0,0,30.59,3,5,1,0,0,5,5,5,1,0
11947,78000,板橋区,54,8,1,0,0,1,0,0,0,0,57,25.13,5,5,0,0,0,3,3,3,0,0
11948,152000,墨田区,60,2,1,1,1,1,0,1,0,0,1,38.88,7,3,2,0,0,2,2,2,1,0
11949,83000,杉並区,69,5,1,0,0,0,0,0,0,1,352,31.85,3,2,0,1,0,1,1,2,1,0
11950,170000,品川区,98,6,1,1,1,1,0,1,0,0,44,58.71,2,5,2,1,0,3,3,4,0,1
11951,155000,世田谷区,71,1,1,1,1,1,0,1,0,0,260,41.35,10,6,3,0,1,7,8,8,1,0
11952,79000,墨田区,60,4,2,0,0,1,0,0,0,0,540,33,4,2,0,0,0,1,1,1,1,0
11953,105000,中央区,610,5,1,0,0,1,0,0,0,0,113,25.41,8,6,1,0,1,6,7,7,1,0
11954,94000,杉並区,69,8,1,0,0,1,0,0,0,0,71,20.62,4,3,1,0,0,4,4,4,0,0
11955,88000,品川区,98,3,1,0,0,1,0,0,0,0,235,26.82,4,2,1,1,1,6,7,8,1,0
11956,121000,北区,68,6,1,0,1,1,0,0,1,0,11,25.92,15,5,2,0,1,6,7,7,1,0
11957,120000,世田谷区,71,2,1,0,0,1,0,0,0,0,223,25.05,30,3,0,1,1,5,6,7,1,0
11958,115000,世田谷区,71,10,2,0,1,1,0,0,1,0,389,35.64,2,3,1,0,0,1,1,1,0,0
11960,85000,板橋区,54,12,2,0,1,1,0,0,1,0,303,45.5,2,3,0,0,0,4,4,4,0,1
11961,125000,港区,423,4,1,0,0,0,0,0,0,1,441,29.12,11,0,2,1,1,5,6,7,0,0
11962,69000,葛飾区,37,3,1,1,1,1,0,1,0,0,389,34.02,4,1,1,0,0,2,2,2,0,0
11963,143000,大田区,56,10,3,1,1,1,0,1,0,0,271,70.2,4,3,3,0,1,4,5,5,1,0
11964,106500,台東区,150,5,1,0,0,1,0,0,0,0,138,29.27,10,5,1,0,1,5,6,6,1,0
11965,123000,目黒区,116,11,1,0,0,0,0,0,0,1,6,26.32,9,5,1,1,1,5,6,7,1,0
11966,61000,板橋区,54,6,1,0,1,1,0,0,1,0,363,25.97,2,0,-1,0,0,0,0,0,0,1
11967,162000,新宿区,368,2,1,1,1,1,0,1,0,0,114,38.31,15,5,2,1,1,5,6,7,0,0
11969,45000,葛飾区,37,9,1,0,0,1,0,0,0,0,369,17.98,3,0,0,0,0,1,1,1,1,0
11970,56000,北区,68,10,1,0,0,1,0,0,0,0,377,20.46,2,1,0,0,0,0,0,0,0,0
11971,54000,足立区,41,16,1,0,0,1,0,0,0,0,3,16.1,3,4,0,0,0,4,4,4,0,1
11972,98000,世田谷区,71,5,2,0,0,1,0,0,0,0,425,34,2,1,0,0,0,1,1,1,0,1
11973,82500,葛飾区,37,15,2,0,1,1,0,0,1,0,329,54.9,3,2,0,0,0,5,5,5,0,0
11974,145000,新宿区,368,4,1,0,0,0,0,0,0,1,187,36.09,15,5,1,1,1,6,7,8,0,0
11975,144000,足立区,41,10,1,1,1,1,0,1,0,0,4,40.49,12,5,3,1,1,7,8,9,0,0
11976,138000,渋谷区,392,8,1,0,0,1,0,0,0,0,138,25.75,14,4,1,1,0,4,4,5,1,0
11977,122000,墨田区,60,5,1,0,0,1,0,0,0,0,33,34.59,7,6,1,0,1,4,5,5,1,0
11978,117000,江東区,62,6,1,0,0,1,0,0,0,0,41,25.63,10,5,1,0,1,3,4,4,1,0
11979,160000,中央区,610,3,1,1,1,1,0,1,0,0,164,37.66,11,6,1,1,1,6,7,8,1,0
11980,103000,板橋区,54,1,2,0,0,1,0,0,0,0,282,37.08,6,3,0,0,1,3,4,4,1,0
11982,52000,大田区,56,3,1,0,1,1,0,0,1,0,467,23.96,2,0,1,1,0,4,4,5,0,1
11983,132000,世田谷区,71,17,2,1,1,1,0,1,0,0,262,56.16,4,4,2,1,1,5,6,7,1,0
11984,101500,品川区,98,8,1,0,0,0,0,0,0,1,0,20.94,8,5,1,1,1,5,6,7,1,0
11985,83000,墨田区,60,10,1,0,0,1,0,0,0,0,48,18.74,5,3,1,1,0,5,5,6,1,0
